,step,type,amount,oldbalanceOrig,oldbalanceDest,isFraud,trans_frequency_Dest,avg_trans_amount_Dest,variability_trans_amount_Dest,big_trans_flag,zero_new_balance_Dest_flag,zero_new_balance_Orig_flag
113,1,CASH_OUT,85423.63,0,5776776.41,0,101,427783.1841,546776.4605,0,0,1
114,1,CASH_OUT,11648.5,0,260976,0,109,389200.8072,553375.1606,0,0,1
115,1,PAYMENT,6165.58,20925,0,0,1,6165.58,0,0,1,0
116,1,PAYMENT,3705.83,41903.46,0,0,1,3705.83,0,0,1,0
117,1,CASH_OUT,419801.4,38197.63,499962,0,80,289359.2965,311438.9863,1,0,1
118,1,CASH_OUT,335416.51,144478,295,0,49,197251.6061,131442.6616,0,0,1
119,1,PAYMENT,3372.29,41398,0,0,1,3372.29,0,0,1,0
120,1,PAYMENT,661.43,14078,0,0,1,661.43,0,0,1,0
121,1,DEBIT,864.68,69836,12040,0,70,264042.5566,285716.9169,0,0,0
122,1,PAYMENT,1203.44,29941,0,0,1,1203.44,0,0,1,0
123,1,TRANSFER,330757.04,103657,79676,0,67,278773.111,329207.996,0,0,1
124,1,PAYMENT,1915.43,11450,0,0,1,1915.43,0,0,1,0
125,1,PAYMENT,8.73,81313,0,0,1,8.73,0,0,1,0
126,1,DEBIT,3058.8,18138,11054,0,42,260177.5112,311729.6289,0,0,0
127,1,PAYMENT,5154.97,9476,0,0,1,5154.97,0,0,1,0
128,1,PAYMENT,5213.25,36380,0,0,1,5213.25,0,0,1,0
129,1,PAYMENT,5392.75,50757,0,0,1,5392.75,0,0,1,0
130,1,PAYMENT,25.12,61663,0,0,1,25.12,0,0,1,0
131,1,PAYMENT,17150.89,61637.88,0,0,1,17150.89,0,0,1,0
132,1,TRANSFER,679502.24,290,171866,0,99,378313.4484,457796.0672,1,0,1
133,1,TRANSFER,177652.91,23720,55,0,26,174847.5092,121701.8179,0,0,1
134,1,PAYMENT,5443.26,236997,0,0,1,5443.26,0,0,1,0
135,1,PAYMENT,244.87,257978.49,0,0,1,244.87,0,0,1,0
136,1,PAYMENT,8281.57,257733.62,0,0,1,8281.57,0,0,1,0
137,1,PAYMENT,1175.59,20509,0,0,1,1175.59,0,0,1,0
138,1,PAYMENT,1097.74,24866,0,0,1,1097.74,0,0,1,0
139,1,TRANSFER,184986.8,39588,52340,0,31,232861.4365,398903.5322,0,0,1
140,1,PAYMENT,1718.29,117811,0,0,1,1718.29,0,0,1,0
141,1,PAYMENT,3671.32,100094,0,0,1,3671.32,0,0,1,0
142,1,DEBIT,3580.26,2565,21185,0,54,269494.7024,287133.8064,0,0,1
143,1,PAYMENT,8550.9,40060,0,0,1,8550.9,0,0,1,0
144,1,PAYMENT,9753.55,60829,0,0,1,9753.55,0,0,1,0
145,1,PAYMENT,3026.98,31139,0,0,1,3026.98,0,0,1,0
146,1,CASH_OUT,467177.03,28112.02,975121,0,59,454965.0083,1043876.477,1,0,1
147,1,DEBIT,3875.99,259138,608925.82,0,45,201649.5204,211996.9016,0,0,0
148,1,PAYMENT,2148.89,31213,0,0,1,2148.89,0,0,1,0
149,1,PAYMENT,466.97,80030,0,0,1,466.97,0,0,1,0
150,1,CASH_OUT,154139.72,79563.03,410433.04,0,67,278773.111,329207.996,0,0,1
151,1,CASH_OUT,82685.93,0,833216.44,0,95,318117.8245,525756.1287,0,0,1
152,1,CASH_OUT,83857.23,0,215457.59,0,76,554932.4876,1676888.938,0,0,1
153,1,CASH_OUT,99109.77,0,299314.82,0,76,554932.4876,1676888.938,0,0,1
154,1,CASH_OUT,187726.67,0,190573,0,57,261841.3346,326517.3999,0,0,1
155,1,CASH_OUT,281339.92,0,612801.81,0,45,201649.5204,211996.9016,0,0,1
156,1,CASH_OUT,186447.51,0,5862200.03,0,101,427783.1841,546776.4605,0,0,1
157,1,CASH_OUT,81029.86,0,105343,0,46,344824.7383,745397.7169,0,0,1
158,1,CASH_OUT,139054.95,0,182538.03,0,52,252535.0929,394498.6304,0,0,1
159,1,CASH_OUT,154716.2,0,187433,0,84,462567.7718,974781.4103,0,0,1
160,1,CASH_OUT,53631.83,0,83244,0,53,254585.4981,247717.1085,0,1,1
161,1,CASH_OUT,289645.52,0,871442.79,0,97,437143.4887,711931.5137,0,0,1
162,1,CASH_OUT,267148.82,0,641975.35,0,42,207332.4024,150015.2212,0,0,1
163,1,CASH_OUT,47913.58,0,51304,0,30,275896.372,355348.7531,0,1,1
164,1,CASH_OUT,193605.38,0,249452.05,0,19,165502.3789,125039.8599,0,1,1
165,1,CASH_OUT,344464.4,0,1133312.56,0,37,229235.8538,156470.1014,0,1,1
166,1,CASH_OUT,169409.87,0,909124.16,0,42,207332.4024,150015.2212,0,0,1
167,1,CASH_OUT,25793.74,0,215312.31,0,60,334454.2048,450639.0382,0,0,1
168,1,CASH_OUT,114712.48,0,145400,0,45,637951.916,1034248.804,0,1,1
169,1,CASH_OUT,89038.75,0,189808,0,102,520332.7329,1212525.83,0,0,1
170,1,CASH_OUT,1341.58,0,80341,0,66,168031.4776,126349.3424,0,0,1
171,1,CASH_OUT,44443.08,0,6048647.54,0,101,427783.1841,546776.4605,0,0,1
172,1,CASH_OUT,34729.64,0,44853,0,43,575107.9344,1347976.496,0,0,1
173,1,CASH_OUT,105979.34,0,435962.9,0,52,299780.48,539895.8769,0,0,1
174,1,CASH_OUT,57794.61,0,99217.58,0,30,275896.372,355348.7531,0,1,1
175,1,CASH_OUT,15918.79,0,24553,0,34,209815.3594,186535.0952,0,1,1
176,1,CASH_OUT,19162.08,0,60169,0,69,301312.4107,550013.3933,0,0,1
177,1,CASH_OUT,220691.42,0,6093090.62,0,101,427783.1841,546776.4605,0,0,1
178,1,CASH_OUT,9536.54,0,49161,0,48,191991.9502,171933.7033,0,0,1
179,1,CASH_OUT,29784.06,0,63553,0,47,251383.45,448140.7169,0,1,1
180,1,CASH_OUT,190445.51,0,203679,0,98,358380.5028,489951.942,0,0,1
181,1,CASH_OUT,57279.11,0,127206.9,0,50,219113.4826,201124.939,0,0,1
182,1,CASH_OUT,112086.81,0,292728,0,72,339101.2925,524030.0448,0,0,1
183,1,CASH_OUT,80311.89,0,87408,0,44,211191.6757,257255.3878,0,0,1
184,1,CASH_OUT,151829.91,0,1161088.31,0,97,437143.4887,711931.5137,0,0,1
185,1,CASH_OUT,26004.52,0,52251.58,0,53,344946.1421,461468.6261,0,1,1
186,1,CASH_OUT,3146.16,0,9471,0,82,470574.0888,1231799.563,0,0,1
187,1,CASH_OUT,296752.75,0,404814.81,0,72,339101.2925,524030.0448,0,0,1
188,1,CASH_OUT,191702.06,0,272624.5,0,109,389200.8072,553375.1606,0,0,1
189,1,CASH_OUT,365510.05,0,564572.76,0,67,278773.111,329207.996,1,0,1
190,1,CASH_OUT,202332.08,0,342149.2,0,84,462567.7718,974781.4103,0,0,1
191,1,CASH_OUT,55105.9,0,317952.89,0,82,355907.7293,452988.8023,0,0,1
192,1,CASH_OUT,171508.59,0,443057.43,0,19,165502.3789,125039.8599,0,1,1
193,1,CASH_OUT,178439.26,0,278846.75,0,102,520332.7329,1212525.83,0,0,1
194,1,CASH_OUT,88834.86,0,464326.57,0,109,389200.8072,553375.1606,0,0,1
195,1,CASH_OUT,210370.09,0,1442298.03,0,59,454965.0083,1043876.477,0,0,1
196,1,CASH_OUT,36437.06,0,154606,0,38,162082.3605,190316.0496,0,0,1
197,1,CASH_OUT,82691.56,0,657983.89,0,101,402773.8712,520707.7175,0,0,1
198,1,CASH_OUT,338767.1,0,544481.28,0,84,462567.7718,974781.4103,0,0,1
199,1,CASH_OUT,187728.59,0,394124.51,0,98,358380.5028,489951.942,0,0,1
200,1,CASH_OUT,271002.7,0,851368.24,0,99,378313.4484,457796.0672,0,0,1
201,1,CASH_OUT,323105.08,0,378299.67,0,57,261841.3346,326517.3999,0,0,1
202,1,CASH_OUT,10782.94,0,100585,0,38,207463.3495,195636.4487,0,1,1
203,1,CASH_OUT,89962.11,0,157012.19,0,30,275896.372,355348.7531,0,1,1
204,1,CASH_OUT,101940.14,0,105362,0,43,161491.6788,147162.4485,0,0,1
205,1,CASH_OUT,163100.34,0,1078534.03,0,42,207332.4024,150015.2212,0,0,1
206,1,CASH_OUT,136030.66,0,136875.83,0,53,254585.4981,247717.1085,0,1,1
207,1,CASH_OUT,68912.23,0,237326.8,0,31,232861.4365,398903.5322,0,0,1
208,1,CASH_OUT,73464.06,0,444779,0,99,1796820.855,6777988.817,0,0,1
209,1,CASH_OUT,106117.28,0,234216.94,0,41,233110.4717,252905.6661,0,0,1
210,1,CASH_OUT,503333.79,0,553161.42,0,109,389200.8072,553375.1606,1,0,1
211,1,CASH_OUT,71991.42,0,81682.58,0,66,168031.4776,126349.3424,0,0,1
212,1,CASH_OUT,91379.93,0,1241634.38,0,42,207332.4024,150015.2212,0,0,1
213,1,CASH_OUT,26759.05,0,581853.1,0,98,358380.5028,489951.942,0,0,1
214,1,CASH_OUT,128487.35,0,701404.75,0,57,261841.3346,326517.3999,0,0,1
215,1,CASH_OUT,252908.87,0,919763.4,0,80,289359.2965,311438.9863,0,0,1
216,1,CASH_OUT,64489.64,0,398424.59,0,76,554932.4876,1676888.938,0,0,1
217,1,CASH_OUT,171369.73,0,1122370.94,0,99,378313.4484,457796.0672,0,0,1
218,1,PAYMENT,4493.29,8258,0,0,1,4493.29,0,0,1,0
219,1,PAYMENT,12121.5,97058,0,0,1,12121.5,0,0,1,0
220,1,PAYMENT,2278.19,290,0,0,1,2278.19,0,0,1,1
221,1,PAYMENT,7707.44,99827,0,0,1,7707.44,0,0,1,0
222,1,PAYMENT,4013.02,92119.56,0,0,1,4013.02,0,0,1,0
223,1,PAYMENT,5775.15,132329,0,0,1,5775.15,0,0,1,0
224,1,PAYMENT,4843.93,51718,0,0,1,4843.93,0,0,1,0
225,1,PAYMENT,2397.82,20421,0,0,1,2397.82,0,0,1,0
226,1,PAYMENT,4391.44,228,0,0,1,4391.44,0,0,1,1
227,1,DEBIT,4497.87,107388,19053,0,62,282961.7771,369195.4206,0,0,0
228,1,PAYMENT,7452.89,102397,0,0,1,7452.89,0,0,1,0
229,1,PAYMENT,3930.81,6032,0,0,1,3930.81,0,0,1,0
230,1,CASH_OUT,71532.24,2101.19,74956,0,40,190457.298,217222.9549,0,0,1
231,1,CASH_OUT,61159.51,0,340334.22,0,41,233110.4717,252905.6661,0,0,1
232,1,CASH_OUT,12401.9,0,349763,0,56,314003.0077,427277.7797,0,1,1
233,1,CASH_OUT,32702.61,0,253053,0,50,227527.0746,258089.2641,0,0,1
234,1,PAYMENT,6926.67,152927,0,0,1,6926.67,0,0,1,0
235,1,PAYMENT,893.57,10676,0,0,1,893.57,0,0,1,0
236,1,TRANSFER,480222.51,11110,1293740.67,0,99,378313.4484,457796.0672,1,0,1
237,1,PAYMENT,3608.41,11150,0,0,1,3608.41,0,0,1,0
238,1,PAYMENT,5946.79,7541.59,0,0,1,5946.79,0,0,1,0
239,1,PAYMENT,6099.96,42133,0,0,1,6099.96,0,0,1,0
240,1,PAYMENT,372.34,65254,0,0,1,372.34,0,0,1,0
241,1,PAYMENT,4635.18,6313782.05,0,0,1,4635.18,0,0,1,0
242,1,PAYMENT,1267.97,6309146.87,0,0,1,1267.97,0,0,1,0
243,1,PAYMENT,6911.99,6307878.9,0,0,1,6911.99,0,0,1,0
244,1,PAYMENT,1795.67,6300966.92,0,0,1,1795.67,0,0,1,0
245,1,PAYMENT,3199.06,6299171.25,0,0,1,3199.06,0,0,1,0
246,1,PAYMENT,10265.17,6295972.18,0,0,1,10265.17,0,0,1,0
247,1,PAYMENT,9029.12,25480,0,0,1,9029.12,0,0,1,0
248,1,PAYMENT,7600.57,50747,0,0,1,7600.57,0,0,1,0
249,1,PAYMENT,2057.71,25132,0,0,1,2057.71,0,0,1,0
250,1,PAYMENT,3823.08,10382,0,0,1,3823.08,0,0,1,0
251,1,TRANSFER,2806,2806,0,1,30,356946.164,369920.3352,0,1,1
252,1,CASH_OUT,2806,2806,26202,1,35,231365.6991,202770.8966,0,1,1
253,1,PAYMENT,6737.2,624,0,0,1,6737.2,0,0,1,1
254,1,PAYMENT,9161.98,11128,0,0,1,9161.98,0,0,1,0
255,1,PAYMENT,1239.06,396386,0,0,1,1239.06,0,0,1,0
256,1,PAYMENT,365,319,0,0,1,365,0,0,1,1
257,1,PAYMENT,5237.54,27105,0,0,1,5237.54,0,0,1,0
258,1,PAYMENT,2618.76,21867.46,0,0,1,2618.76,0,0,1,0
259,1,PAYMENT,339.82,12076,0,0,1,339.82,0,0,1,0
260,1,DEBIT,1393.46,100068,26446,0,66,334101.7439,546635.8783,0,0,0
261,1,PAYMENT,2731.37,17540,0,0,1,2731.37,0,0,1,0
262,1,PAYMENT,8364.73,81,0,0,1,8364.73,0,0,1,1
263,1,PAYMENT,6598.71,16392,0,0,1,6598.71,0,0,1,0
264,1,PAYMENT,4304.58,10708,0,0,1,4304.58,0,0,1,0
265,1,PAYMENT,2867.14,943,0,0,1,2867.14,0,0,1,1
266,1,PAYMENT,2946.38,0,0,0,1,2946.38,0,0,1,1
267,1,PAYMENT,507.12,87005,0,0,1,507.12,0,0,1,0
268,1,PAYMENT,3020.86,50361,0,0,1,3020.86,0,0,1,0
269,1,PAYMENT,8948.03,11137,0,0,1,8948.03,0,0,1,0
270,1,CASH_OUT,280877.92,2188.97,462914.23,0,76,554932.4876,1676888.938,0,0,1
271,1,PAYMENT,1084.9,13727,0,0,1,1084.9,0,0,1,0
272,1,PAYMENT,9456.69,12642.1,0,0,1,9456.69,0,0,1,0
273,1,PAYMENT,5812.36,3185.41,0,0,1,5812.36,0,0,1,1
274,1,TRANSFER,157883.07,46547,72793,0,48,152531.3971,144056.086,0,0,1
275,1,PAYMENT,2734.77,4511,0,0,1,2734.77,0,0,1,0
276,1,CASH_OUT,102153.86,1776.23,230676.07,0,48,152531.3971,144056.086,0,0,1
277,1,PAYMENT,584.52,15479,0,0,1,584.52,0,0,1,0
278,1,PAYMENT,6113.14,15629,0,0,1,6113.14,0,0,1,0
279,1,CASH_OUT,369989.2,9515.86,518243.06,0,99,1796820.855,6777988.817,1,0,1
280,1,CASH_OUT,215338.28,0,285755.61,0,50,227527.0746,258089.2641,0,0,1
281,1,CASH_OUT,65521.42,0,93337.06,0,47,251383.45,448140.7169,0,1,1
282,1,CASH_OUT,116977.58,0,191043.06,0,38,162082.3605,190316.0496,0,0,1
283,1,CASH_OUT,262392.36,0,457286.01,0,102,520332.7329,1212525.83,0,0,1
284,1,CASH_OUT,51121.05,0,308020.64,0,38,162082.3605,190316.0496,0,0,1
285,1,CASH_OUT,202624.59,0,1056495.21,0,109,389200.8072,553375.1606,0,0,1
286,1,CASH_OUT,118235.16,0,332829.93,0,48,152531.3971,144056.086,0,0,1
287,1,CASH_OUT,118056.71,0,272906.49,0,53,254585.4981,247717.1085,0,1,1
288,1,CASH_OUT,498960.91,0,608612.15,0,98,358380.5028,489951.942,1,0,1
289,1,CASH_OUT,691738.36,0,6285707.02,0,101,427783.1841,546776.4605,1,0,1
290,1,CASH_OUT,58820.08,0,1107573.06,0,98,358380.5028,489951.942,0,0,1
291,1,PAYMENT,4419.04,52951,0,0,1,4419.04,0,0,1,0
292,1,PAYMENT,4270.02,9516,0,0,1,4270.02,0,0,1,0
293,1,PAYMENT,3007.83,49905,0,0,1,3007.83,0,0,1,0
294,1,PAYMENT,1824.59,25138,0,0,1,1824.59,0,0,1,0
295,1,PAYMENT,993.46,19448,0,0,1,993.46,0,0,1,0
296,1,CASH_OUT,302693.14,18454.54,306239.03,0,31,232861.4365,398903.5322,0,0,1
297,1,PAYMENT,1445.06,10892,0,0,1,1445.06,0,0,1,0
298,1,PAYMENT,4059.25,4186,0,0,1,4059.25,0,0,1,0
299,1,PAYMENT,3417.18,126.75,0,0,1,3417.18,0,0,1,1
300,1,DEBIT,3428.95,147798,1534657.01,0,105,845232.2322,2975834.548,0,0,0
301,1,PAYMENT,5580.98,7781,0,0,1,5580.98,0,0,1,0
302,1,DEBIT,3455.85,3509,1333014.31,0,42,207332.4024,150015.2212,0,0,0
303,1,PAYMENT,7265.63,14508,0,0,1,7265.63,0,0,1,0
304,1,PAYMENT,3852.64,1449076.27,0,0,1,3852.64,0,0,1,0
305,1,PAYMENT,7870.29,1445223.63,0,0,1,7870.29,0,0,1,0
306,1,DEBIT,12872.92,11197,51885,0,58,259724.3579,572503.7347,0,1,1
307,1,PAYMENT,6675.34,10107,0,0,1,6675.34,0,0,1,0
308,1,CASH_OUT,410201.89,21448,61613,0,42,283415.7774,516409.5746,1,0,1
309,1,PAYMENT,13310.78,0,0,0,1,13310.78,0,0,1,1
310,1,PAYMENT,664.35,102983,0,0,1,664.35,0,0,1,0
311,1,PAYMENT,2130.3,10958,0,0,1,2130.3,0,0,1,0
312,1,PAYMENT,7771.4,8827.7,0,0,1,7771.4,0,0,1,0
313,1,PAYMENT,36349.35,1056.3,0,0,1,36349.35,0,0,1,1
314,1,PAYMENT,749.34,0,0,0,1,749.34,0,0,1,1
315,1,PAYMENT,2340.34,0,0,0,1,2340.34,0,0,1,1
316,1,PAYMENT,9686.85,0,0,0,1,9686.85,0,0,1,1
317,1,PAYMENT,15785.85,0,0,0,1,15785.85,0,0,1,1
318,1,PAYMENT,9006.78,0,0,0,1,9006.78,0,0,1,1
319,1,PAYMENT,9014.95,0,0,0,1,9014.95,0,0,1,1
320,1,PAYMENT,14420.66,0,0,0,1,14420.66,0,0,1,1
321,1,PAYMENT,4802.31,0,0,0,1,4802.31,0,0,1,1
322,1,PAYMENT,28527.44,0,0,0,1,28527.44,0,0,1,1
323,1,PAYMENT,4182.93,0,0,0,1,4182.93,0,0,1,1
324,1,PAYMENT,4088.21,0,0,0,1,4088.21,0,0,1,1
325,1,PAYMENT,8491.9,0,0,0,1,8491.9,0,0,1,1
326,1,DEBIT,6666.78,11876,24777,0,40,180116.824,210664.2605,0,0,0
327,1,PAYMENT,6536.86,17319,0,0,1,6536.86,0,0,1,0
328,1,CASH_OUT,40684.97,10782.14,49530,0,31,208629.8187,354116.3808,0,0,1
329,1,PAYMENT,1553.21,31516,0,0,1,1553.21,0,0,1,0
330,1,DEBIT,7344.92,0,185432,0,25,154452.0688,127737.2487,0,1,1
331,1,CASH_OUT,106267.21,0,241106.05,0,60,334454.2048,450639.0382,0,0,1
332,1,PAYMENT,5491.5,36605,0,0,1,5491.5,0,0,1,0
